filepath,line_number,line_id,original_text,translated_text
sharedassets24\PastorBruceCouncil.yarn.txt,841,1c07b1,Pastor: ok.,Pastor: ok.
sharedassets24\PastorBruceCouncil.yarn.txt,850,ebb5a5,Mae: so what's your story?,Mae: so what's your story?
sharedassets24\PastorBruceCouncil.yarn.txt,851,97e825,Bruce: uh. got no story.,Bruce: uh. got no story.
sharedassets24\PastorBruceCouncil.yarn.txt,852,4ff7c6,"Mae: like, where are you from?","Mae: like, where are you from?"
sharedassets24\PastorBruceCouncil.yarn.txt,853,28abbd,Bruce: north of here. northeast.,Bruce: north of here. northeast.
sharedassets24\PastorBruceCouncil.yarn.txt,854,bed621,Bruce: ...,Bruce: ...
sharedassets24\PastorBruceCouncil.yarn.txt,855,ead59e,Bruce: worked on the railroads,Bruce: worked on the railroads
sharedassets24\PastorBruceCouncil.yarn.txt,856,667074,Bruce: worked some mines,Bruce: worked some mines
sharedassets24\PastorBruceCouncil.yarn.txt,857,f2ccbe,Bruce: worked some construction.,Bruce: worked some construction.
sharedassets24\PastorBruceCouncil.yarn.txt,858,7e2bee,Mae: how'd you end up here?,Mae: how'd you end up here?
sharedassets24\PastorBruceCouncil.yarn.txt,859,54ae9c,Bruce: string 'a bad luck,Bruce: string 'a bad luck
sharedassets24\PastorBruceCouncil.yarn.txt,860,"6,19E+05",Bruce: ...,Bruce: ...
sharedassets24\PastorBruceCouncil.yarn.txt,861,4b55bb,Mae: don't have to talk about it.,Mae: don't have to talk about it.
sharedassets24\PastorBruceCouncil.yarn.txt,862,25a556,Bruce: i never turn down that offer.,Bruce: i never turn down that offer.
sharedassets24\PastorBruceCouncil.yarn.txt,870,2d63f7,Bruce: Seen a fire through the trees last night.,Bruce: Seen a fire through the trees last night.
sharedassets24\PastorBruceCouncil.yarn.txt,871,aeb540,Bruce: past these woods here.,Bruce: past these woods here.
sharedassets24\PastorBruceCouncil.yarn.txt,872,952291,Bruce: Weird noises.,Bruce: Weird noises.
sharedassets24\PastorBruceCouncil.yarn.txt,873,c0239b,Bruce: I just kept to myself.,Bruce: I just kept to myself.
sharedassets24\PastorBruceCouncil.yarn.txt,874,52048,Bruce: and they went away.,Bruce: and they went away.
sharedassets24\PastorBruceCouncil.yarn.txt,875,4670cb,->That sounds spooky.,->That sounds spooky.
sharedassets24\PastorBruceCouncil.yarn.txt,876,9abd9f,Bruce: Been around a lotta places.,Bruce: Been around a lotta places.
sharedassets24\PastorBruceCouncil.yarn.txt,877,e4f8c7,Bruce: Ain't spooked by much.,Bruce: Ain't spooked by much.
sharedassets24\PastorBruceCouncil.yarn.txt,878,ba016f,Bruce: But out past that water tower...,Bruce: But out past that water tower...
sharedassets24\PastorBruceCouncil.yarn.txt,879,0d42fe,->Where?,->Where?
sharedassets24\PastorBruceCouncil.yarn.txt,880,5efe69,Bruce: right over there,Bruce: right over there
sharedassets24\PastorBruceCouncil.yarn.txt,881,9d2601,Bruce: past the water tower.,Bruce: past the water tower.
sharedassets24\PastorBruceCouncil.yarn.txt,882,3139cf,Mae: oh ok.,Mae: oh ok.
sharedassets24\PastorBruceCouncil.yarn.txt,883,63abb6,Mae: yeah that's a place where teens hang out.,Mae: yeah that's a place where teens hang out.
sharedassets24\PastorBruceCouncil.yarn.txt,884,"4,28E+07",Bruce: let's hope that's all it was.,Bruce: let's hope that's all it was.
sharedassets24\PastorBruceCouncil.yarn.txt,885,558d44,Bruce: in my experience,Bruce: in my experience
sharedassets24\PastorBruceCouncil.yarn.txt,886,754457,Bruce: strange fire and strange voices,Bruce: strange fire and strange voices
sharedassets24\PastorBruceCouncil.yarn.txt,887,9ae74d,Bruce: ain't never been good.,Bruce: ain't never been good.
sharedassets24\PastorBruceCouncil.yarn.txt,888,43b6bc,Mae: I wonder if they'll be back...?,Mae: I wonder if they'll be back...?
sharedassets24\PastorBruceCouncil.yarn.txt,889,9e806e,Bruce: Hope not.,Bruce: Hope not.
sharedassets24\PastorBruceCouncil.yarn.txt,897,3982db,"Mae: getting kinda cold, huh?","Mae: getting kinda cold, huh?"
sharedassets24\PastorBruceCouncil.yarn.txt,898,d6e9c6,"Bruce: yeah, nip in the air at night.","Bruce: yeah, nip in the air at night."
sharedassets24\PastorBruceCouncil.yarn.txt,899,79e2cf,Mae: i like fall when it gets cold.,Mae: i like fall when it gets cold.
sharedassets24\PastorBruceCouncil.yarn.txt,900,e35855,Bruce: me too. real pretty out a'swell.,Bruce: me too. real pretty out a'swell.
sharedassets24\PastorBruceCouncil.yarn.txt,901,640ee4,Mae: i used to cry at fall trees when i was a kid.,Mae: i used to cry at fall trees when i was a kid.
sharedassets24\PastorBruceCouncil.yarn.txt,902,58fa32,Bruce: why?,Bruce: why?
sharedassets24\PastorBruceCouncil.yarn.txt,903,d57f1b,Mae: because they were so pretty.,Mae: because they were so pretty.
sharedassets24\PastorBruceCouncil.yarn.txt,904,51a0c0,Bruce: hm. i did that when my daughter was born.,Bruce: hm. i did that when my daughter was born.
sharedassets24\PastorBruceCouncil.yarn.txt,905,f57aab,Mae: you have a daughter?,Mae: you have a daughter?
sharedassets24\PastorBruceCouncil.yarn.txt,906,61f6ca,Bruce: yep.,Bruce: yep.
sharedassets24\PastorBruceCouncil.yarn.txt,907,946dc6,Mae: where is she?,Mae: where is she?
sharedassets24\PastorBruceCouncil.yarn.txt,908,335f7b,Bruce: ...,Bruce: ...
sharedassets24\PastorBruceCouncil.yarn.txt,909,781ad3,Mae: sorry.,Mae: sorry.
sharedassets24\PastorBruceCouncil.yarn.txt,910,17e7f1,Bruce: s'fine.,Bruce: s'fine.
sharedassets24\PastorBruceCouncil.yarn.txt,1072,b0a730,Pastor: You warm enough at night?,Pastor: You warm enough at night?
sharedassets24\PastorBruceCouncil.yarn.txt,1073,945863,"Bruce: Yeah, you know I get by.","Bruce: Yeah, you know I get by."
sharedassets24\PastorBruceCouncil.yarn.txt,1074,eacdd4,"Pastor: Well, I'm working on something to help you out.","Pastor: Well, I'm working on something to help you out."
sharedassets24\PastorBruceCouncil.yarn.txt,1075,253f6f,"Bruce: Aw, don't go to any trouble. I'm alright.","Bruce: Aw, don't go to any trouble. I'm alright."
sharedassets24\PastorBruceCouncil.yarn.txt,1076,bbfd0f,Pastor: That's good.,Pastor: That's good.
sharedassets24\PastorBruceCouncil.yarn.txt,1077,b1be04,Bruce: Gonna get cold soon.,Bruce: Gonna get cold soon.
sharedassets24\PastorBruceCouncil.yarn.txt,1078,92465d,Pastor: I can get you some blankets for now.,Pastor: I can get you some blankets for now.
sharedassets24\PastorBruceCouncil.yarn.txt,1079,814a11,Pastor: For some reason we have a *LOT* of blankets.,Pastor: For some reason we have a *LOT* of blankets.
sharedassets24\PastorBruceCouncil.yarn.txt,1080,06bcde,Bruce: That'd sure be a blessing!,Bruce: That'd sure be a blessing!
sharedassets24\PastorBruceCouncil.yarn.txt,1081,dde6b5,"Pastor: Well, we bless best with what we already have too much of anyway.","Pastor: Well, we bless best with what we already have too much of anyway."
sharedassets24\PastorBruceCouncil.yarn.txt,1082,f0f95d,Bruce: Heh heh.,Bruce: Heh heh.
sharedassets24\PastorBruceCouncil.yarn.txt,1083,8b85bc,Pastor: And we got blankets!,Pastor: And we got blankets!
sharedassets24\PastorBruceCouncil.yarn.txt,1084,8d9c52,Bruce: Ha ha ha,Bruce: Ha ha ha
sharedassets24\PastorBruceCouncil.yarn.txt,1098,"8,73E+10",Pastor: {emote=stars},Pastor: {emote=stars}
sharedassets24\PastorBruceCouncil.yarn.txt,1099,23f68f,Bruce: {emote=money},Bruce: {emote=money}
sharedassets24\PastorBruceCouncil.yarn.txt,1108,9d3f7a,Council1: he's very nice.,Council1: he's very nice.
sharedassets24\PastorBruceCouncil.yarn.txt,1109,08e796,"Pastor: yeah, and he can be like, the first!","Pastor: yeah, and he can be like, the first!"
sharedassets24\PastorBruceCouncil.yarn.txt,1110,b9c74f,Pastor: a trial run.,Pastor: a trial run.
sharedassets24\PastorBruceCouncil.yarn.txt,1111,1dd325,Council2: where would you put him?,Council2: where would you put him?
sharedassets24\PastorBruceCouncil.yarn.txt,1112,acd54d,"Pastor: oh in the basement,","Pastor: oh in the basement,"
sharedassets24\PastorBruceCouncil.yarn.txt,1113,ec227a,Pastor: or in the old library?,Pastor: or in the old library?
sharedassets24\PastorBruceCouncil.yarn.txt,1114,567a31,Council3: with all the books?,Council3: with all the books?
sharedassets24\PastorBruceCouncil.yarn.txt,1115,34d270,Pastor: he's not going to eat them.,Pastor: he's not going to eat them.
sharedassets24\PastorBruceCouncil.yarn.txt,1116,b1ca3c,"Council4: interesting proposal, Kate.","Council4: interesting proposal, Kate."
sharedassets24\PastorBruceCouncil.yarn.txt,1117,5c14b7,"Council1: yes, thank you for bringing this to us.","Council1: yes, thank you for bringing this to us."
sharedassets24\PastorBruceCouncil.yarn.txt,1118,ac2616,Pastor: i look forward to us moving forward together on this.,Pastor: i look forward to us moving forward together on this.
sharedassets24\PastorBruceCouncil.yarn.txt,1119,70f1af,Council2: it will be brought up at the town council meeting.,Council2: it will be brought up at the town council meeting.
sharedassets24\PastorBruceCouncil.yarn.txt,1120,bba23d,Pastor: oh!! that's wonderful!!,Pastor: oh!! that's wonderful!!
sharedassets24\PastorBruceCouncil.yarn.txt,1121,a542f4,"Council1: alright, troops! move out!","Council1: alright, troops! move out!"
sharedassets24\PastorBruceCouncil.yarn.txt,1141,8301fc,Bruce: I don't feel right about it.,Bruce: I don't feel right about it.
sharedassets24\PastorBruceCouncil.yarn.txt,1142,2593a9,"Pastor: I know, but sometimes the right thing doesn't feel right.","Pastor: I know, but sometimes the right thing doesn't feel right."
sharedassets24\PastorBruceCouncil.yarn.txt,1143,2b9eee,Bruce: i just think... it's just wrong to take something,Bruce: i just think... it's just wrong to take something
sharedassets24\PastorBruceCouncil.yarn.txt,1144,250b2d,Bruce: when folks don't want you to take it.,Bruce: when folks don't want you to take it.
sharedassets24\PastorBruceCouncil.yarn.txt,1145,1951dd,Pastor: well...,Pastor: well...
sharedassets24\PastorBruceCouncil.yarn.txt,1146,b30485,Pastor: i feel like god would see this differently.,Pastor: i feel like god would see this differently.
sharedassets24\PastorBruceCouncil.yarn.txt,1147,ae2181,Pastor: i do at least.,Pastor: i do at least.
sharedassets24\PastorBruceCouncil.yarn.txt,1148,6abf6f,Bruce: hmmm,Bruce: hmmm
sharedassets24\PastorBruceCouncil.yarn.txt,1149,"5,00E+11",Bruce: that's because you're a good person.,Bruce: that's because you're a good person.
sharedassets24\PastorBruceCouncil.yarn.txt,1159,deea3d,Pastor: {emote=spiral},Pastor: {emote=spiral}
sharedassets24\PastorBruceCouncil.yarn.txt,1160,91f8b7,Bruce: {emote=hotdog},Bruce: {emote=hotdog}
sharedassets24\PastorBruceCouncil.yarn.txt,1169,0c3a11,Council2: ...because there will be children here!,Council2: ...because there will be children here!
sharedassets24\PastorBruceCouncil.yarn.txt,1170,b838c9,Council3: and this is a historic church,Council3: and this is a historic church
sharedassets24\PastorBruceCouncil.yarn.txt,1171,d02ce8,Pastor: that's half empty!,Pastor: that's half empty!
sharedassets24\PastorBruceCouncil.yarn.txt,1172,9bfc19,"Council3: that's your job to fix, not ours!","Council3: that's your job to fix, not ours!"
sharedassets24\PastorBruceCouncil.yarn.txt,1173,d88927,Pastor: the population drain in this region,Pastor: the population drain in this region
sharedassets24\PastorBruceCouncil.yarn.txt,1174,cb5ddf,Pastor: you have to know this place'll never be full again.,Pastor: you have to know this place'll never be full again.
sharedassets24\PastorBruceCouncil.yarn.txt,1175,4e5534,"Pastor: we have the space, and we have people who need space.","Pastor: we have the space, and we have people who need space."
sharedassets24\PastorBruceCouncil.yarn.txt,1176,2daa31,"Pastor: we have resources, and we have poverty!","Pastor: we have resources, and we have poverty!"
sharedassets24\PastorBruceCouncil.yarn.txt,1177,583b31,Pastor: and not in some far off place or some big city!,Pastor: and not in some far off place or some big city!
sharedassets24\PastorBruceCouncil.yarn.txt,1178,590f34,Pastor: right here! right across the street!,Pastor: right here! right across the street!
sharedassets24\PastorBruceCouncil.yarn.txt,1179,daa677,"Council1: Katie, it's our number one job right now","Council1: Katie, it's our number one job right now"
sharedassets24\PastorBruceCouncil.yarn.txt,1180,158c56,Council1: to bring businesses into town.,Council1: to bring businesses into town.
sharedassets24\PastorBruceCouncil.yarn.txt,1181,cb4586,"Council1: businesses mean jobs, and jobs means people.","Council1: businesses mean jobs, and jobs means people."
sharedassets24\PastorBruceCouncil.yarn.txt,1182,2bc577,Council1: we have to do what we can,Council1: we have to do what we can
sharedassets24\PastorBruceCouncil.yarn.txt,1183,5a2cff,Council1: to get the attention of the market.,Council1: to get the attention of the market.
sharedassets24\PastorBruceCouncil.yarn.txt,1184,5f85f2,Council1: and having a half-dead church stacked full of bums-,Council1: and having a half-dead church stacked full of bums-
sharedassets24\PastorBruceCouncil.yarn.txt,1186,390398,Pastor: thanks for your time.,Pastor: thanks for your time.
sharedassets24\PastorBruceCouncil.yarn.txt,1187,c92ab7,Council1: We'll see you for the vote tomorrow night.,Council1: We'll see you for the vote tomorrow night.
sharedassets24\PastorBruceCouncil.yarn.txt,1188,0fd6f9,"Council2: thank you, kate.","Council2: thank you, kate."
sharedassets24\PastorBruceCouncil.yarn.txt,1189,40cc55,Council4: ...,Council4: ...
sharedassets24\PastorBruceCouncil.yarn.txt,1190,d6a41f,"Council4: you have a good heart, kate.","Council4: you have a good heart, kate."
sharedassets24\PastorBruceCouncil.yarn.txt,1191,dc071d,Pastor: thank you all for coming.,Pastor: thank you all for coming.
sharedassets24\PastorBruceCouncil.yarn.txt,1208,83bae1,Mae: you gonna go down to Harfest tonight?,Mae: you gonna go down to Harfest tonight?
sharedassets24\PastorBruceCouncil.yarn.txt,1209,b8530c,Bruce: dunno. maybe.,Bruce: dunno. maybe.
sharedassets24\PastorBruceCouncil.yarn.txt,1210,c55a6f,Bruce: keep to myself,Bruce: keep to myself
sharedassets24\PastorBruceCouncil.yarn.txt,1211,667a8e,Mae: you should say hi if you're there!,Mae: you should say hi if you're there!
sharedassets24\PastorBruceCouncil.yarn.txt,1212,744a75,Mae: i'll be there.,Mae: i'll be there.
sharedassets24\PastorBruceCouncil.yarn.txt,1213,d42561,Bruce: ok.,Bruce: ok.
sharedassets24\PastorBruceCouncil.yarn.txt,1214,75d50e,Bruce: we'll see i s'pose.,Bruce: we'll see i s'pose.
sharedassets24\PastorBruceCouncil.yarn.txt,1222,32800a,Mae: Hey hey.,Mae: Hey hey.
sharedassets24\PastorBruceCouncil.yarn.txt,1223,b8e2ad,Pastor: hey again.,Pastor: hey again.
sharedassets24\PastorBruceCouncil.yarn.txt,1224,dadd11,Bruce: hey.,Bruce: hey.
sharedassets24\PastorBruceCouncil.yarn.txt,1225,8bda6d,Mae: so i had this really bad dream last night...,Mae: so i had this really bad dream last night...
sharedassets24\PastorBruceCouncil.yarn.txt,1226,a09b3c,Pastor: me too.,Pastor: me too.
sharedassets24\PastorBruceCouncil.yarn.txt,1227,33e9b0,Pastor: i dreamed i was a pizza,Pastor: i dreamed i was a pizza
sharedassets24\PastorBruceCouncil.yarn.txt,1228,864d49,Pastor: and i was afraid someone would slice me,Pastor: and i was afraid someone would slice me
sharedassets24\PastorBruceCouncil.yarn.txt,1229,98d657,Mae: geez.,Mae: geez.
sharedassets24\PastorBruceCouncil.yarn.txt,1230,bf6b44,Pastor: yep,Pastor: yep
sharedassets24\PastorBruceCouncil.yarn.txt,1231,838b8f,Mae: this just makes me sad we don't have a pizza place anymore,Mae: this just makes me sad we don't have a pizza place anymore
sharedassets24\PastorBruceCouncil.yarn.txt,1232,e0c836,Pastor: gotta order it from out by the highway now.,Pastor: gotta order it from out by the highway now.
sharedassets24\PastorBruceCouncil.yarn.txt,1233,229c7b,Pastor: tragic.,Pastor: tragic.
sharedassets24\PastorBruceCouncil.yarn.txt,1234,8df80c,Bruce: i had a dream i was a goose flying south,Bruce: i had a dream i was a goose flying south
sharedassets24\PastorBruceCouncil.yarn.txt,1235,4d07c3,Bruce: and i had to keep up with the other gooses,Bruce: and i had to keep up with the other gooses
sharedassets24\PastorBruceCouncil.yarn.txt,1236,29f2c8,Bruce: or i'd get lost.,Bruce: or i'd get lost.
sharedassets24\PastorBruceCouncil.yarn.txt,1237,4aed31,Mae: that's sad.,Mae: that's sad.
sharedassets24\PastorBruceCouncil.yarn.txt,1238,161298,Bruce: t'wernt a good dream.,Bruce: t'wernt a good dream.
sharedassets24\PastorBruceCouncil.yarn.txt,1239,59c5a7,Mae: what are y'all talking about?,Mae: what are y'all talking about?
sharedassets24\PastorBruceCouncil.yarn.txt,1240,ed8c66,Pastor: big meeting coming up,Pastor: big meeting coming up
sharedassets24\PastorBruceCouncil.yarn.txt,1241,58d786,Pastor: city council,Pastor: city council
sharedassets24\PastorBruceCouncil.yarn.txt,1242,4e9b8e,Bruce: yep.,Bruce: yep.
sharedassets24\PastorBruceCouncil.yarn.txt,1243,31bbd7,Mae: about...,Mae: about...
sharedassets24\PastorBruceCouncil.yarn.txt,1244,86da30,Pastor: about bruce here!,Pastor: about bruce here!
sharedassets24\PastorBruceCouncil.yarn.txt,1245,cf1344,Bruce: ...,Bruce: ...
sharedassets24\PastorBruceCouncil.yarn.txt,1246,512c62,Mae: wow. that's intense.,Mae: wow. that's intense.
sharedassets24\PastorBruceCouncil.yarn.txt,1247,3595f1,Pastor: we'd appreciate your prayers,Pastor: we'd appreciate your prayers
sharedassets24\PastorBruceCouncil.yarn.txt,1248,dc31ac,Pastor: this is precisely the kind of time,Pastor: this is precisely the kind of time
sharedassets24\PastorBruceCouncil.yarn.txt,1249,4c7206,Pastor: where god shows up.,Pastor: where god shows up.
sharedassets24\PastorBruceCouncil.yarn.txt,1250,e3a90d,Bruce: hope so.,Bruce: hope so.
sharedassets24\PastorBruceCouncil.yarn.txt,1251,2d0488,Mae: me too.,Mae: me too.
sharedassets24\PastorBruceCouncil.yarn.txt,1259,"8,54E+09",Bruce: Can we just stand out here for a while?,Bruce: Can we just stand out here for a while?
sharedassets24\PastorBruceCouncil.yarn.txt,1260,72c0e5,Pastor: It’s just the Clik Clak!,Pastor: It’s just the Clik Clak!
sharedassets24\PastorBruceCouncil.yarn.txt,1261,42092,Pastor: It ain’t some fancy place.,Pastor: It ain’t some fancy place.
sharedassets24\PastorBruceCouncil.yarn.txt,1262,051cad,Pastor: You’ll be more than welcome.,Pastor: You’ll be more than welcome.
sharedassets24\PastorBruceCouncil.yarn.txt,1263,e0c16f,Bruce: I know... I just...,Bruce: I know... I just...
sharedassets24\PastorBruceCouncil.yarn.txt,1264,677065,Pastor: Fine. We can stand here as long as you like.,Pastor: Fine. We can stand here as long as you like.
sharedassets24\PastorBruceCouncil.yarn.txt,1265,bd65a4,Pastor: Or until 7:30. I have a prayer group to run.,Pastor: Or until 7:30. I have a prayer group to run.
sharedassets24\PastorBruceCouncil.yarn.txt,1273,fdee90,"Pastor: Hey, aren’t you Mae?","Pastor: Hey, aren’t you Mae?"
sharedassets24\PastorBruceCouncil.yarn.txt,1274,b314ed,Mae: Yeah?,Mae: Yeah?
sharedassets24\PastorBruceCouncil.yarn.txt,1275,b8baec,Pastor: You’re Candy’s daughter!,Pastor: You’re Candy’s daughter!
sharedassets24\PastorBruceCouncil.yarn.txt,1276,63f9a1,Mae: Yeah.,Mae: Yeah.
sharedassets24\PastorBruceCouncil.yarn.txt,1277,e439f8,Pastor: I’m Pastor Kate. Your mom works at our church.,Pastor: I’m Pastor Kate. Your mom works at our church.
sharedassets24\PastorBruceCouncil.yarn.txt,1278,d4d8c4,Mae: Yep. She’s a professional reception-er.,Mae: Yep. She’s a professional reception-er.
sharedassets24\PastorBruceCouncil.yarn.txt,1279,55de0e,Pastor: Have you met Bruce?,Pastor: Have you met Bruce?
sharedassets24\PastorBruceCouncil.yarn.txt,1280,7e043d,Mae: Hey Bruce.,Mae: Hey Bruce.
sharedassets24\PastorBruceCouncil.yarn.txt,1281,90784a,Bruce: Hello.,Bruce: Hello.
sharedassets24\PastorBruceCouncil.yarn.txt,1282,c72083,Pastor: Bruce has never been to the Clik Clak!,Pastor: Bruce has never been to the Clik Clak!
sharedassets24\PastorBruceCouncil.yarn.txt,1283,c75aa6,-> How is that possible?,-> How is that possible?
sharedassets24\PastorBruceCouncil.yarn.txt,1284,f97210,-> You are in for a treat.,-> You are in for a treat.
sharedassets24\PastorBruceCouncil.yarn.txt,1285,40bd42,Pastor: See Bruce?,Pastor: See Bruce?
sharedassets24\PastorBruceCouncil.yarn.txt,1286,d66572,"Mae: A greasy, greasy treat.","Mae: A greasy, greasy treat."
sharedassets24\PastorBruceCouncil.yarn.txt,1287,b8e79e,Mae: and an angry waitress.,Mae: and an angry waitress.
sharedassets24\PastorBruceCouncil.yarn.txt,1288,ae5fcf,Bruce: Sounds like my kinda place.,Bruce: Sounds like my kinda place.
sharedassets24\PastorBruceCouncil.yarn.txt,1289,7e41c7,Pastor: Bruce is new in town so he’s never had the pleasure,Pastor: Bruce is new in town so he’s never had the pleasure
sharedassets24\PastorBruceCouncil.yarn.txt,1290,9ef439,Mae: You live around here?,Mae: You live around here?
sharedassets24\PastorBruceCouncil.yarn.txt,1291,e3bf10,Bruce: um...,Bruce: um...
sharedassets24\PastorBruceCouncil.yarn.txt,1292,b0b9ed,Pastor: Bruce is our neighbor up at the church.,Pastor: Bruce is our neighbor up at the church.
sharedassets24\PastorBruceCouncil.yarn.txt,1293,"7,55E+03",Bruce: ...I’m camped out across the street...,Bruce: ...I’m camped out across the street...
sharedassets24\PastorBruceCouncil.yarn.txt,1294,b4e95e,Mae: oh.,Mae: oh.
sharedassets24\PastorBruceCouncil.yarn.txt,1295,546f7e,Bruce: in the woods.,Bruce: in the woods.
sharedassets24\PastorBruceCouncil.yarn.txt,1296,d4e95a,Pastor: But not for long! We’re working on fixing that before winter gets here.,Pastor: But not for long! We’re working on fixing that before winter gets here.
sharedassets24\PastorBruceCouncil.yarn.txt,1297,59209c,"Pastor: gonna take some doing, but God’s a do-er.","Pastor: gonna take some doing, but God’s a do-er."
sharedassets24\PastorBruceCouncil.yarn.txt,1298,2b4f8f,Bruce: ...still thinks it’s a lot of trouble to go to...,Bruce: ...still thinks it’s a lot of trouble to go to...
sharedassets24\PastorBruceCouncil.yarn.txt,1299,91bc98,"Pastor: Listen, nobody said loving your neighbor would be easy.","Pastor: Listen, nobody said loving your neighbor would be easy."
sharedassets24\PastorBruceCouncil.yarn.txt,1300,6248f3,Pastor: and you are our actual neighbor.,Pastor: and you are our actual neighbor.
sharedassets24\PastorBruceCouncil.yarn.txt,1301,d2a077,Bruce: I appreciate it.,Bruce: I appreciate it.
sharedassets24\PastorBruceCouncil.yarn.txt,1302,4dc41e,"Pastor: We all need a little help sometimes, Bruce.","Pastor: We all need a little help sometimes, Bruce."
sharedassets24\PastorBruceCouncil.yarn.txt,1303,3a1ac8,Pastor: No shame in hard times.,Pastor: No shame in hard times.
sharedassets24\PastorBruceCouncil.yarn.txt,1304,e40af4,"Mae: Well, it was nice meeting you both!","Mae: Well, it was nice meeting you both!"
sharedassets24\PastorBruceCouncil.yarn.txt,1305,bdf30a,Pastor: Come up and see me at the church sometime!,Pastor: Come up and see me at the church sometime!
sharedassets24\PastorBruceCouncil.yarn.txt,1306,0abf8d,Mae: I will! I’ll be up to visit my mom anyway.,Mae: I will! I’ll be up to visit my mom anyway.
sharedassets24\PastorBruceCouncil.yarn.txt,1307,9c52a8,Mae: See you later Bruce!,Mae: See you later Bruce!
sharedassets24\PastorBruceCouncil.yarn.txt,1308,ce519f,Bruce: ok. Nice to meet you Mary,Bruce: ok. Nice to meet you Mary
sharedassets24\PastorBruceCouncil.yarn.txt,1309,f2cece,Mae: Mae. Mae Borowski.,Mae: Mae. Mae Borowski.
sharedassets24\PastorBruceCouncil.yarn.txt,1310,3093c9,Bruce: Bruce. Just Bruce.,Bruce: Bruce. Just Bruce.
sharedassets24\PastorBruceCouncil.yarn.txt,1311,4983fe,Pastor: Pastor. Pastor Kate.,Pastor: Pastor. Pastor Kate.
sharedassets24\PastorBruceCouncil.yarn.txt,1315,4b43e2,Mae: are you guys waiting for someone?,Mae: are you guys waiting for someone?
sharedassets24\PastorBruceCouncil.yarn.txt,1316,eb5ed0,Bruce: no,Bruce: no
sharedassets24\PastorBruceCouncil.yarn.txt,1317,3f8673,Pastor: Bruce is a little gunshy,Pastor: Bruce is a little gunshy
sharedassets24\PastorBruceCouncil.yarn.txt,1318,26d878,Bruce: ain’t been in a restaurant in a while,Bruce: ain’t been in a restaurant in a while
sharedassets24\PastorBruceCouncil.yarn.txt,1319,f0aefd,Pastor: Click Clack’s as good as any place to start!,Pastor: Click Clack’s as good as any place to start!
sharedassets24\PastorBruceCouncil.yarn.txt,1320,0c07a8,Bruce: ...gotta get back on the horse sometime…,Bruce: ...gotta get back on the horse sometime…
sharedassets24\PastorBruceCouncil.yarn.txt,1321,243cf6,Mae: You might actually order horse in there without knowing it.,Mae: You might actually order horse in there without knowing it.
sharedassets24\PastorBruceCouncil.yarn.txt,1322,dbd361,Pastor: Mae...,Pastor: Mae...
sharedassets24\PastorBruceCouncil.yarn.txt,1323,2584ac,Mae: It’s true!,Mae: It’s true!
sharedassets24\PastorBruceCouncil.yarn.txt,1324,cc5c47,Bruce: heh heh.,Bruce: heh heh.
sharedassets24\PastorBruceCouncil.yarn.txt,1333,"7,20E+101",Council3: oh ok.,Council3: oh ok.
sharedassets24\PastorBruceCouncil.yarn.txt,1335,571369,Council2: so you're more of a... drifter?,Council2: so you're more of a... drifter?
sharedassets24\PastorBruceCouncil.yarn.txt,1336,7a2fd2,"Bruce: Yeah, but it's temporary...","Bruce: Yeah, but it's temporary..."
sharedassets24\PastorBruceCouncil.yarn.txt,1337,b7d522,"Council1: Of course! Well, we just wanted to see if you're ok up here.","Council1: Of course! Well, we just wanted to see if you're ok up here."
sharedassets24\PastorBruceCouncil.yarn.txt,1338,25bb26,"Bruce: Yeah, Pastor Kate has been very kind.","Bruce: Yeah, Pastor Kate has been very kind."
sharedassets24\PastorBruceCouncil.yarn.txt,1339,a02c86,Council4: Mind if we see your setup here?,Council4: Mind if we see your setup here?
sharedassets24\PastorBruceCouncil.yarn.txt,1340,ffc965,"Council3: What do you think, Molly?","Council3: What do you think, Molly?"
sharedassets24\PastorBruceCouncil.yarn.txt,1341,89b1e8,Molly: Uh,Molly: Uh
sharedassets24\PastorBruceCouncil.yarn.txt,1342,2aaa49,Bruce: Uh,Bruce: Uh
sharedassets24\PastorBruceCouncil.yarn.txt,1343,f7dbc6,Molly: It's... fine?,Molly: It's... fine?
sharedassets24\PastorBruceCouncil.yarn.txt,1363,d3dfb5,Council1: Ha ha! Alright... Bruce?,Council1: Ha ha! Alright... Bruce?
sharedassets24\PastorBruceCouncil.yarn.txt,1364,c6af9b,Bruce: Yeah.,Bruce: Yeah.
sharedassets24\PastorBruceCouncil.yarn.txt,1365,799853,Council3: How are you finding Possum Springs?,Council3: How are you finding Possum Springs?
sharedassets24\PastorBruceCouncil.yarn.txt,1366,459f28,Bruce: nice place. nice people.,Bruce: nice place. nice people.
sharedassets24\PastorBruceCouncil.yarn.txt,1367,2f0ec2,"Council4: how long you been in town, bruce?","Council4: how long you been in town, bruce?"
sharedassets24\PastorBruceCouncil.yarn.txt,1368,1e2fd9,Bruce: I been here for a while now...,Bruce: I been here for a while now...
sharedassets24\PastorBruceCouncil.yarn.txt,1369,48ac13,Bruce: and I was here before back in the 70s.,Bruce: and I was here before back in the 70s.
sharedassets24\PastorBruceCouncil.yarn.txt,1370,8eff59,"Bruce: They were looking for miners, at least for a while.","Bruce: They were looking for miners, at least for a while."
